用户ID,评论文本,发布时间,IP属地,景色评分,趣味评分,性价比评分,赞同数,收藏数,出行类型,评论星级,评论类型
53044550,青秀山风景区兴建于隋唐，盛于明朝，湮没于清末民初。当时游览面积一万一千八百多亩，有青秀山八景之称的泰青远眺，餐秀观园，山房夜月，夕阳塔影，子夜松风，江帆破浪，凉阁听泉，沙浦渔灯。由于长期失修，八景已经荒废，被人们遗忘，只有各朝代留下的遗址和各种神话故事还流传民间,2021-12-23 发布点评,,5.0,5.0,5.0,4,0,,0,未知
203465740,青秀山位于南宁市青秀区，是南宁市重点开发的旅游风景区，包括凤凰岭、凤翼岭、青秀山三部分。这里气侯宜人，奇山异卉，四季常开，景色优美，真如古诗云：“青山四时常不老，游子天崖觉春好，我携春色上山来，山花片片迎春开”,2021-01-07 发布点评,,4.0,4.0,4.0,6,0,,0,未知
789147,初到南宁，被青秀山圈粉了[呲牙]青秀山是南宁的城市名片，以南亚热带植物景观为特色，享有“城市翡翠，壮乡凤凰”的美誉。整个园区被植物湖水环抱，是一个名副其实的的城市绿肺。青秀山也是我迄今为止见到的一个最良心的5A景点，全价门票🎫仅20元，而且现在外地游客凭身份证免票入园,2020-12-16 发布点评,,5.0,5.0,5.0,4,0,,0,未知
255493831,南宁青秀山的晚霞真美，不断变换的云彩变幻着光线的角度，时而洒下不同的色彩在屋顶上，树上草地上。花儿也随着晚霞变换着颜色。,2020-07-31 发布点评,,5.0,5.0,5.0,8,0,,0,未知
469317,位于南宁市区往东南大约9公里处，邕江江畔的青秀山风景区，被誉为“南宁市的巨肺”。是一个花开四季的踏青胜地。青秀山风景区内共有十五个景点。占地面积非常大。可以乘坐电瓶观光车游览，单次票价五元。小火车拾元。,2020-01-11 发布点评,,5.0,5.0,5.0,4,0,,0,未知
175383759,青秀山景区是一个值得让你游玩一整天的景区！青秀山作为南宁最著名的景区和南宁市区内的5A级景区，成为了我南宁旅游的第一站，也成为我最难忘的一站。青秀山景区非常大，主要分为北门兰园景区，西门景区和南门的中心城区，每个景区的距离相隔起码1.5公里或者以上，所以步行前往非常吃力，所以景区里面都有提供收费的小火车或者电瓶车。小火车单程10元一次，而单瓶车单程5元一次，但景区这么大，其实买单程真的不够，如果真心想游览完整个景区，如果体力好可以买双程，9元一人，主要坐西门到南门，然后南门去北门。如果体力一般，可以购买无限上下的，就34元一人，只要有站就能上下。西门和南门是旧区，主要以古代建筑物、雕塑、山水为主要亮点，主要景点有龙象塔、桃花岛、观音禅寺，中泰友谊园为主，不过个人最喜欢就是友谊长廊那一部分，因为那里可以观赏到很多东南亚国家的特色和风俗，例如泰国，缅甸，新加坡，柬埔寨等等，是一条很典雅，又很让人长见识的长廊。而北门是新区，主要以兰花为主，所以也成为兰园。整个园区无论是大门、道路、装饰都很新，而且做工很精细，关键每个景区都很适合拍照。里面有空中花园、兰湖、兰花国际展览馆还有古陶兰韵等景点，但我最喜欢的还是兰苑，因为兰苑里面除了有美丽的兰花，还有竹子、梅花、松柏。而且庭院设计带点日式风格，也是看日落的好地方。青秀山景区的景点门票也非常实惠，是我去过最便宜，但却是最美的5A景点！,2019-12-09 发布点评,,5.0,5.0,5.0,4,0,,0,未知
4410886,景色太美啦，到南宁一定要去青秀山看看，我们走着用了一天的时间，基本景点全转到啦！公园有电瓶车可以坐的，可以坐着上山然后步行下来。里边的兰园也特漂亮,2018-01-31 发布点评,,5.0,5.0,5.0,10,0,,0,未知
20546099,真是城市里难得的5a景区，景色优美，青山绿水，赏景休闲的好去处。春节的迎春花展更是让人们流连忘返。尤其推荐千年苏铁园。千年的植树种苏铁的顽强的生命力！苏铁王让你感受到生人类生命的渺小！,2023-02-23 发布点评,内蒙古,5.0,5.0,5.0,4,0,,0,未知
30198248,适合各类人群去游赏的大公园，适合从开门到闭园的整天拍摄场景，适合一年四季都可以去观赏的景点，也适合我这样一位异乡人独自深深沉浸其中，感受大自然的魅力，同时也感受到了同游人的欢乐与美好😊。友情提示公园规模大，建议自备好水和食品。,2025-03-15 发布点评,上海,5.0,5.0,5.0,1,0,单独旅行,0,未知
3578029,第一次来南宁，青秀山是必选之地，门票很便宜才20元，面积超大可以玩上大半天。从北门入直接看到兰园和荫生植物园，出大片的地方，回头坐上小火车直奔环山秀坪，有很多孔雀🦚开着屏等着你，时不时叫声响彻云霄，再坐上观光车到达友谊长廊，好长的长廊啊，要走蛮久的，最后穿过壮锦广场从西门出，用时四小时左右，感觉不错。要说一下，景区观光车一次 5 元，小火车一次 10 元，不同线路哦，大家可以根据线路自行选择。,2024-05-30 发布点评,广西,5.0,5.0,5.0,1,1,单独旅行,0,未知
117285456,青秀山是来南宁必打卡的景点，从北门进先去兰园，继续前行就是美丽的荫山植物园，逛完荫山植物园，建议回到门口，乘景交车去观音禅寺，步行的话，台阶太多，一路上也没有什么风景。从观音禅寺到雨林大观，可以从观音禅寺旁边的台阶下去，很近。环山秀坪和荷花池很漂亮，不容错过。,2023-11-18 发布点评,广西,5.0,4.0,5.0,7,0,朋友出游,0,未知
347490190,青秀山景区是值得怒赞的5A景区，很大很大，一天根本转不完，入眼皆是美景，可惜手机拍不出肉眼所见之美感，最主要的是门票便宜。这里应该四季皆有美景，春季去樱花园看樱花；夏季到水生园赏荷花，到竹林中静心，到荫生植物园看热带植物；秋季到桂园闻桂花香；冬季到兰园观兰花。强烈推荐！,2023-08-10 发布点评,广西,5.0,5.0,5.0,3,0,,0,未知
48450499,青秀山公园是国家5A级景区，交通便利，有地铁到达，门票便宜只要20元，风景优美，绿树成荫，负氧离子很高，是南宁市的巨肺，山顶还有香火旺盛的万寿观音禅寺，前去进香的善男信女络绎不绝。,2021-06-10 发布点评,,4.0,4.0,5.0,4,0,,0,未知
49153726,南宁青秀山旅游风景区，国家AAAAA级风景区。位于南宁青秀区，邕江北岸。海拔高度八十二米至二百八十九米，气候宜人，奇山异卉，四季常开，总面积约4平方公里。古诗曰：“青山四时常不老，游子天崖觉春好，我携春色上山来，山花片片迎春开。”在古代，青秀山已经是邕南著名的避暑游览胜地。,2021-05-15 发布点评,,5.0,5.0,5.0,3,0,,0,未知
260859057,￼￼￼目录￼青秀山风景区广西  国家AAAAA级旅游景区 32 ~ 26℃小雨明 33 ~ 27℃后 34 ~ 27℃特色词条 | 本词条按照特色词条指南编辑并维护贡献维护者 〔◎◎〕仙 青秀山风景区位于广西壮族自治区南宁市青秀区凤岭南路，是国家AAAAA级旅游景区。青秀山是南宁市重点开发的风景区，除保护和修复原有的古迹如董泉、撷青岩崖刻，石香灶等外，还新建了不少景点。[1][2]青秀山风景区包括凤凰岭，凤翼岭和青秀山，海拔高度八十二米至二百八十九米，气候宜人，奇山异卉，四季常开，古诗曰：“青山四时常不老，游子天崖觉春好，我携春色上山来，山花片片迎春开。”在古代，青秀山已经是邕南著名的避暑游览胜地。[3] 2020年2月14日，景区发布公告，自景区重新开放运营之日起至2020年12月31日，全国医务工作者，及其父母、配偶、子女，凭有效证件(医师证、护士证或与医务工作相关的其他资格证件)免费入园。[4],2020-06-09 发布点评,,5.0,5.0,5.0,5,0,,0,未知
4448986,青秀山风景区是5A景区。气候宜人，奇山异卉，四季常开，可以说是一个依山而建的天然植物园。公园很大，可看可玩的地方太多，凌晨火车到南宁，站前横街坐B10路公交直达青秀山还没有开门，工作人员提前给刷了网购票二维码，进去后一直玩到下午5点还意犹未尽，若不是赶车真不想离开。,2019-06-29 发布点评,,5.0,5.0,5.0,3,0,,0,未知
181880173,青秀山风景区是南宁的国家AAAAA级景区，包括凤凰岭，凤翼岭和青秀山，气候宜人，奇山异卉，四季常开，在古代，青秀山已经是邕南著名的避暑游览胜地。到南宁青秀山是必游景点，20元门票物超所值，南宁火车站有公交直达景区。,2019-05-21 发布点评,,5.0,5.0,5.0,3,0,,0,未知
1468792,青秀山是南宁市内的一个五A级景区，也是南宁市的后花园。这个公园的成人门票20元，很良心的价格。公园面积很大，分为若干个主题区域，如兰园，棕榈园，雨林等。园内有电瓶车，从北门或者西门到中心景区，票价单程5元，也很便宜。公园里植物很多，空气特别清新，在公园里停留真是心旷神怡。,2019-05-03 发布点评,,5.0,5.0,5.0,3,0,,0,未知
37294653,青秀山被誉为南宁的肺，这里负氧离子浓度高，来这里有三个收获：第一 遇到无忧树花盛开，也叫火焰花树，还是佛教三大圣树之一，这个树开花期特别长，在每年的三月中旬到五月中旬，超长的花期我们遇到了。第二认识了 涮奶瓶花，也叫多花红千层，一个特别艳丽漂亮的花。第三看到千年铁树开花，在南方铁树每年都开花，但在我们干燥的北方，难得看到铁树开花，这么大规模的铁树开花，全国也没有第二个。,2019-04-15 发布点评,,5.0,5.0,5.0,3,0,,0,未知
3869813,值得一去哦，青秀山【景色】一绝，真是景如其名啊，青秀青秀清新秀丽😀游玩的人很多滴，平时客流量不知道怎样，我们五二去的那人满达都是😇😇,2025-05-04 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
49023510,青秀山风景区比较大，虽然有电瓶车，个人认为意义不大，你坐车就错过了风景，必须用脚去丈量的，它不是直上直下的而是圆形的，所以没有坐车的必要，留足时间慢慢走慢慢看，体力消耗还是比较大的，要合理安排。,2019-08-23 发布点评,,5.0,4.0,4.0,5,0,,0,未知
2246053,去南宁一定要到青秀山去游玩一下，坐地铁非常方便，直接到景区门口，里面很大，景色非常好看，植物种类很多，一定要买观光车，不然走路吃不消，太大了，一天都看不玩，我去过两次，有些地方还没看到，下次在去,2019-07-05 发布点评,,5.0,5.0,5.0,3,0,,0,未知
564251692,非常漂亮的一座山，有天湖可以餵魚，也有觀光車可以坐。,2024-12-19 发布点评,广西,5.0,5.0,5.0,0,0,,0,未知
559761434,青秀山很大，有觀光車，老人憑證免費！空氣好，步道也好，就怕你沒腳力！,2025-05-15 发布点评,广西,5.0,5.0,5.0,1,0,,0,未知
